name,system_DC_capacity_W,address,orientation,num_outputs,last_output,system_id,panel,inverter,distance_km,latitude,longitude,country
janesh SF&SE Oost-West en Zuid,3720,7609,EW,3364,Yesterday,33216,20x SF-170S+2x tsmc TS-160C2,SE 3000,1.3,52.329262,6.642405,Netherlands
Flikweert Oost-West SF Fronius,5100,7609,W,3039,Yesterday,44125,Solar Frontier SF170S,Fronius Primo 4.6-1,1.4,52.328917,6.644768,Netherlands
Verschuur,4800,7609,EW,1365,54 weeks ago,69770,JA Solar,Omnik 5k-TL2,1.9,52.331544,6.657393,Netherlands
Enphase DoKaMeLex,6880,7609,S,485,Yesterday,96558,Enphase,Enphase IQ7A,1.9,52.330032,6.656181,Netherlands
PMS35 Oost - West,2430,7609,EW,878,Yesterday,87656,Trinasolar full black,Solax X-1 Boost 3.0 T-D,0.7,52.338292,6.667129,Netherlands
PMS35 Zuid,3795,7609,S,2937,Yesterday,45140,Jinko Tiger full black,Solax X-1 Boost 3.6 T,0.7,52.338289,6.667124,Netherlands
PMS-17,2880,7609,S,880,6 weeks ago,87536,Sun Bravo mono Full Black,Sola x-1-3.0 s,0.8,52.338417,6.665831,Netherlands
Lb5Zuid-Oost-West,9520,1328,EW,1500,Yesterday,75257,div. brands / models,Growatt 2x / Sma 1x,1.5,52.438014,6.19101,Netherlands
Dave42SolarSchuur,1550,8141,S,929,Yesterday,72679,JA Solar,SMA,1.8,52.439993,6.229899,Netherlands
Dave42Solar,2720,8141,S,3239,Yesterday,38946,Solar Frontier,SMA Sunny Boy 2500TLST,1.8,52.439831,6.229832,Netherlands
Heino Zon,6480,8141,S,494,Yesterday,95461,Risen,Growatt 6000 TL3X,2.2,52.43613,6.232939,Netherlands
Zonnepaneel Heino,4590,8141,EW,3163,151 weeks ago,13638,Yingly,Sma,2.4,52.4333,6.2333,Netherlands
Heino,16335,8141,SE,1241,Yesterday,81199,TSMC TS-165C2,SolarEdge SE15K,2.4,52.4333,6.2333,Netherlands
Koolzaad,11680,8141,SW,2421,Yesterday,54427,Ja Solar,Enphase,2.4,52.4333,6.2333,Netherlands
Minka,1360,8141,SE,1275,30 weeks ago,75740,Qcell,APS QS1,2.4,52.4333,6.2333,Netherlands
Jakko's tuinschuur,6720,8141,S,2441,Yesterday,54332,TSMC 160Wp,Solar Edge,3.1,52.427956,6.238675,Netherlands
ZonInRaalte,8910,8101,S,1445,Yesterday,76767,Solar 330 Mono,SolarEdge SE16K,6.2,52.396331,6.240996,Netherlands
JapieG's Huisdakkie,4800,8102,S,2018,Yesterday,62907,BiSol,SolarEdge,6.2,52.40754,6.270867,Netherlands
JapieG's TotalSolar,12830,8102,SE,936,Yesterday,86976,LongiSolar & Bi-Sol,SolarEdge 3680H,6.2,52.407514,6.271069,Netherlands
JapieG's Tuindakkie,4890,8102,EW,947,Yesterday,86931,Longi Solar,Enphase,6.2,52.407511,6.271064,Netherlands
NoBudget PeeVee,5880,8131,SW,1869,Yesterday,75996,NexPower nt-140ax,SamilPower,6.9,52.386369,6.194722,Netherlands
Sma2500RaalteNL,2300,8101,S,3884,39 weeks ago,33828,SMA,Energy Monitor,0.9,52.385342,6.262533,Netherlands
Hermans Solar,5760,8102,SE,1220,Yesterday,81663,Longi Solar,Enphase IQ7+,1.7,52.3858,6.275,Netherlands
JapieG APSviaKWH,3200,8102,S,494,Yesterday,86932,Trina Solar,APSSystems,1.7,52.3858,6.275,Netherlands
JapieG's APSdakkie,3200,8102,S,511,Yesterday,86955,Trina Solar,APS DS3-L,1.7,52.3858,6.275,Netherlands
Don2Pwn SolarEdge,5440,8103,SW,1438,Yesterday,78408,Q.Cells,SolarEdge 3680 HD Wave,1.7,52.3858,6.275,Netherlands
The Walking Dad Tuinhuis,4050,8103,E,738,Yesterday,91073,Ja Solar,Enphase,1.7,52.3858,6.275,Netherlands
Venebrugge_Solar_Plant,11110,8103,S,640,Yesterday,93104,Phono Solar and JA solar,Zeversolar and Solar-Edge,1.7,52.3858,6.275,Netherlands
Venebrugge_Solar_Plant_1,3710,8103,S,3165,Yesterday,37495, JA Solar,Zeversolar TL-3000,1.7,52.3858,6.275,Netherlands
Venebrugge_Solar_Plant_2,7400,8103,EW,641,Yesterday,93047,Phono Solar PS370M4-20/UH,Solaredge SE5K ,1.7,52.3858,6.275,Netherlands
zeversolar_ven16,4240,8103,EW,814,Yesterday,89425,?,Zeversolar,1.7,52.3858,6.275,Netherlands
8102EC6,4655,8102,S,3583,77 weeks ago,14372,Canadian Solar,SMA 2100TL + 2500TLST,1.7,52.3858,6.275,Netherlands
Possible Atlantic Warmtepomp,30,8102,SE,2000,Yesterday,63421,Atlantic,Atlantic Warmtepomp boiler,1.7,52.3858,6.275,Netherlands
Riesebeek Raalte,4080,8101,EW,3210,Yesterday,40154,solarfrontier SF-170,Solaredge SE3500,1.7,52.3858,6.275,Netherlands
Scheer.me,3300,8103,S,2560,Yesterday,52438,Trina Solar 275 Full Black,SolarEdge 3000 HDWave,1.7,52.3858,6.275,Netherlands
The Walking Dad,16380,8103,S,739,Yesterday,91074,Seraphim,SMA Sunny Boy 5000,1.7,52.3858,6.275,Netherlands
The Walking Dad Garage,6480,8103,S,385,Yesterday,99111,APS,DS3-L,1.7,52.3858,6.275,Netherlands
The Walking Dad Huis,5850,8103,S,1636,Yesterday,71998,Seraphim Eclipses ,SMA Sunny Tripower 5.0,1.7,52.3858,6.275,Netherlands
hennieengea,3120,8111,S,3647,Yesterday,29596,yingli,SMA 3000,3.0,52.333982,6.282891,Netherlands
Endona - Boerhof,97500,8111,S,786,67 weeks ago,57188,Phono Solar,GoodWe,3.3,52.3317,6.2792,Netherlands
Spanjaard,13140,8111,S,1074,Yesterday,84738,JA Solar,Fronius Symo,3.3,52.3317,6.2792,Netherlands
Zonnepanelen14,4130,8111,S,2132,Yesterday,60830,Solarwatt,Solaredge HD3500,3.3,52.3317,6.2792,Netherlands
SB2500-W-45-11X-260,2860,8111,W,3860,Yesterday,20235,Solarfabrik Mono 260Wp,SMA SB2500TLST,3.3,52.3317,6.2792,Netherlands
PV Neuwinger,10000,Germany,W,1666,Yesterday,39143,WST-200P6,Fronius 8.2-3-M,6.6,52.497017,6.862558,Germany
De zon voor niets by LTS,3100,7274,S,1455,Yesterday,76436,JA Solar JAM6S12 full black,Solis-mini-3000-4G,3.6,52.4208,6.7361,Netherlands
Tubbergen,12700,7651,S,1042,Yesterday,83159,Hyundai 390WP,IQ7A,4.9,52.404065,6.777867,Netherlands
RecAlpha,4380,7603,S,1283,Yesterday,80904,REC Alpha Black 365,Goodwe DNS 4200,2.2,52.373241,6.703473,Netherlands
Schepers2022,5850,7665,S,823,Yesterday,89182,Trina Solar TSM-390DE09,SolarEdge SE5000,3.5,52.3708,6.7625,Netherlands
Roeloffzen2023,10080,7665,EW,413,Yesterday,98357,Jinko,SolarEdge SE10k,3.5,52.3708,6.7625,Netherlands
ABB_solar_one,6750,7665,W,447,Yesterday,96935,na,PowerOne Aurora,3.5,52.3708,6.7625,Netherlands
Zonnepark Ter Haar,8350,7602,S,2993,Yesterday,44516,Yingli & Trina Solar,SMA,0.5,52.3567,6.6625,Netherlands
Sunny Zenderen,6630,7625,S,4041,Yesterday,17913,solar,SMA Tripower 6000,1.7,52.3242,6.7236,Netherlands
Peulkn's Roof,5525,7666,S,1823,Yesterday,66084,Qcells duo 325,Fronius primo 5.0,2.8,52.3825,6.8056,Netherlands
Nummer27,5700,7666,SE,2649,Yesterday,50535,Kyocera,Solarmax S3000,2.8,52.3825,6.8056,Netherlands
Helix,7480,7667,SW,1439,Yesterday,76905,SGT 340,SolarEdge SE7K,5.4,52.3908,6.8444,Netherlands
vledzon,4000,7591,S,2373,122 weeks ago,12421,Suntech,SMA SB4000TL-21,23.9,52.377542,7.00711,Netherlands
Ankum-PV,9600,Germany,W,2231,Yesterday,24694,AEET,SMA,3.5,52.536716,7.867608,Germany
Sundown,9660,Germany,SE,3954,Yesterday,18576,Conergy,SMA 4000TL-20 & 5000TL-21,17.1,52.559264,8.15394,Germany
MrBGsDach,8550,Germany,SW,4635,Yesterday,39364,,SMA,18.3,52.426801,7.743819,Germany
VicEnPV_Steinhuder_Meer,4200,Germany,EW,880,74 weeks ago,49017,Auria Solar M120000,Victron Energy,13.9,52.435266,9.331344,Germany
Bordenau,2880,Germany,S,3060,Yesterday,36917,Bosch SiM60,Energy Monitor,16.8,52.449366,9.485946,Germany
Wolkenvertreiber,7000,Germany,S,637,Yesterday,93168,Solara Solara S875TI/M,SMA 4200TL / SMA 2100 TL,21.4,52.368046,9.298205,Germany
VPS-SMA5.0,4900,Germany,SE,3426,Yesterday,32775,Winaico WSP 245W,SMA Sunny Boy 5000,8.8,52.629025,10.089593,Germany
PV Burgdorf,9990,Germany,EW,663,Yesterday,92621,SOLARWATT Panel vision H 3.0,Solaredge SE8K-RWS,11.6,52.455411,10.019676,Germany
GnerkGnotor,5580,Germany,S,3672,177 weeks ago,26593,IBC 180 M HS,SMA SB 5000 TL-20,20.6,52.376987,9.98179,Germany
SSR50,7975,Germany,S,3221,40 weeks ago,52366,Kp,SMA Sunny 7000,22.5,52.360002,9.971863,Germany
Heiligendorf_UT5,8200,Germany,S,1931,Yesterday,64354,SunTech Power,Kostal Piko 8.3,23.8,52.347634,10.7774,Germany
Fischer37,9900,Germany,S,856,Yesterday,45267,BenQ Solar PM060MB2 300W,Solaredge SE9K,16.1,52.551247,13.094341,Germany
TBR Fsee,7920,Germany,SE,3898,16 weeks ago,7624,China,SMA 8000 TL,16.4,52.556759,13.098474,Germany
Wind06,4920,Germany,S,623,Yesterday,93106,Hitachi,Growatt,18.5,52.413571,12.986441,Germany
Fintel23a,2660,Germany,S,758,Yesterday,90182,Bauer Solar BS190-5M 7.1,SMA Sunny Boy 2500HF-30,19.4,52.423884,13.036308,Germany
B+BSolar,5550,Germany,SW,4509,Yesterday,5884,PerfectEnergy-185M,SMA Sunny Boy 5000,4.5,52.524,13.411,Germany
PV_10000,9750,Germany,SE,2882,Yesterday,46285,Sharp NU-A188EY,SMA STP 10000 TL-10,4.7,52.518754,13.393045,Germany
Hellendorf_Ost,6641,Germany,SE,1379,175 weeks ago,50728,JaSolar,SolarEdge SE5K,4.9,52.519171,13.406091,Germany
InterSolares,6120,Germany,SW,1798,Yesterday,68384,Lg,SolarEdge,4.9,52.519171,13.406091,Germany
King PV,3240,Germany,SE,1424,74 weeks ago,58554,King PV,Powerone,4.9,52.519171,13.406091,Germany
Klensang AiT,9750,Germany,W,939,76 weeks ago,76300,Axion,Solaredge,4.9,52.519171,13.406091,Germany
LauNet,9760,Germany,W,1025,91 weeks ago,71207,Heckert Nemo,SMA STP8.0,4.9,52.519171,13.406091,Germany
Linus PV-Kraftwerk,17280,Germany,SW,2813,2 days ago,47720,Solara S 240 M 60 Professional,SMA Tripower 17000 TL,4.9,52.519171,13.406091,Germany
Little-G-Town,4230,Germany,S,2718,Yesterday,63069,IBC Mono,SMA SB 5000,4.9,52.519171,13.406091,Germany
LOLA_Rennt_by_Heckert,7310,Germany,E,3796,11 days ago,23313,Hecker,SMA,4.9,52.519171,13.406091,Germany
MKPV1,1500,Germany,W,1901,Yesterday,65545,TrinaSolar,ZEVERSolar ZL 1500S,4.9,52.519171,13.406091,Germany
USOP Sunstar,9120,Germany,S,3066,2 days ago,42696,ConergyPowerplus 240P,SMA 10000TL,4.9,52.519171,13.406091,Germany
guen123,3068,Germany,SW,969,3 days ago,9974,Axitec,SMA SB-3000TL-20,4.9,52.519171,13.406091,Germany
PV2000,3000,Germany,SW,2424,Yesterday,49677,,MPP Solar / PIP-MS/MSC ,4.9,52.519171,13.406091,Germany
PV_NSH,5500,Germany,S,1254,164 weeks ago,55351,Sanyo,SMA 5001TL,4.9,52.519171,13.406091,Germany
Siedlerweg 7,12250,Germany,S,2655,Yesterday,50658,Kyocera KD245,Solaeredge SE17K,4.9,52.519171,13.406091,Germany
Balkonien-F4-600,830,Germany,SW,451,Yesterday,92783,JKM415N-54HL4-B FULL BLACK,DEYE 600,7.1,52.54854,13.482113,Germany
Balkonien-F4-300,325,Germany,S,430,Yesterday,97419,AE Solar AE325SMB-60,Bosswerk MI-300,7.1,52.548847,13.482349,Germany
wismar,4560,Germany,NW,579,36 weeks ago,85363,wismar,Effekta M1 48/500,7.6,52.547287,13.637381,Germany
Mahlsdorf,9900,Germany,SE,905,142 weeks ago,66034,Heckert Solar Nemo,SolarEdge SE3680H,8.9,52.52925,13.626054,Germany
SunnyMahlsdorf,6365,Germany,EW,1850,Yesterday,67171,LG Solar LG330N1C-A5 NeON 2,SolarEdge SE5000H HD Wave,10.8,52.502429,13.618715,Germany
Berlin SE,7320,Germany,S,1775,Yesterday,68927,Q-Cells,Fronius,2.6,52.432466,13.593481,Germany
InterPohl2,320,Germany,SE,613,Yesterday,93685,eco worthy,Renogy Rover 20A,5.4,52.450758,13.483518,Germany
InterPohl1,1680,Germany,SW,664,Yesterday,92598,eco-Worthy,eco-Worthy,5.6,52.449314,13.481255,Germany
GaragePV,3000,Germany,S,2183,Yesterday,59310,LG MonoX Plus LG300S1C-A5,SolarEdge SE3000 HD,6.2,52.503343,13.553033,Germany
Krokusweg,4140,Germany,W,2204,5 days ago,28506,Linuo PV 230 Wp,SMA SB 4000TL-20,9.3,52.412942,13.438685,Germany
Sonnenschein,8400,Germany,SE,3917,Yesterday,20342,,SMA ,10.0,52.433277,13.417592,Germany
Flkhwg,1200,Germany,S,747,Yesterday,90976,AE Solar + Longi,Hoymiles HM-1200,2.6,52.42628,13.365517,Germany
TJHome,6480,Germany,S,1083,96 weeks ago,68485,,Axpert King,8.9,52.387069,13.293653,Germany
AndySolar12,4950,Germany,S,1972,131 weeks ago,46334,Aeosolar,SMA 5000 TL,9.7,52.392807,13.268762,Germany
Parkowa13,3270,Poland,N,518,Yesterday,98138,Longi,FoxESS,19.7,52.419382,16.571631,Poland
MGSoftware,5760,Poland,W,1451,Yesterday,75324,,Energy Monitor,11.0,52.54118,16.94212,Poland
Biedrusko,5760,Poland,EW,1621,Yesterday,72750,LONGI Solar/LR6-60 HPH 320 M,Fronius Symo 3.7-3-M,11.1,52.541187,16.941884,Poland
PVmarboc,3300,Poland,SW,2417,Yesterday,43473,YS6x255+AleoS19-6x295 = 3 3kwp,Soladin 1000web+1500web,13.2,52.44118,17.090318,Poland
J.S. SuchyLas,11730,Poland,SW,1892,118 weeks ago,42316,,GE PVIN04KS,16.8,52.486192,16.886191,Poland
Autentica_PVEnergy,4355,Poland,SE,1478,Yesterday,75762,AstroEnergy,ZeverSolar,16.9,52.472541,16.89744,Poland
Olszewnica,5100,Poland,NW,1694,Yesterday,77237,Sharp NU-B300,Fronius Symo 4.5-3-M,20.1,52.435751,20.856321,Poland
WgwPiw,3300,Poland,S,457,Yesterday,95768,J,FOX,18.3,52.397339,22.018147,Poland
WgwGol,6150,Poland,SW,470,Yesterday,89831,JOLY,FOX,18.3,52.396553,22.019348,Poland
Larford,5200,DY13,S,460,Yesterday,98048,Trina 400,Solis  S6-GR1P5K,8.1,52.328232,-2.284523,United Kingdom
ShackPVSystem,6290,WR3,SE,579,Yesterday,95615,JA Solar,SolarEdge,19.8,52.21,-2.21,United Kingdom
WR2_CB,7500,WR2,SE,2060,Yesterday,66811,JJA Solar JAM60S02-300/PR,Solaredge,20.3,52.19,-2.24,United Kingdom
Crane Drive,4000,WR2,E,3123,Yesterday,40802,SolarWorld Sunmodule+ 250 Mono,SolarEdge,20.3,52.19,-2.24,United Kingdom
WR24SJ_garage,4600,WR2,SE,1433,Yesterday,76414,jac,na,20.3,52.19,-2.24,United Kingdom
14,7040,WR2,S,415,Yesterday,98091,,Solar Edge,21.7,52.176583,-2.238244,United Kingdom
Spindrift1,3240,WR14,SW,4793,Yesterday,2248,Sharp NU-180,SMA 3000TL-20,24.9,52.125714,-2.323269,United Kingdom
Gordon's Electricity Plant,1110,B95,S,2148,102 weeks ago,3576,Sharp,SMA Sunny Boy 1200,10.3,52.28,-1.77,United Kingdom
nanoamps,2000,CV32,SW,3229,Yesterday,44135,Seraphim SRP-XXX-6MB (225-280),Solaredge SE2200,6.1,52.29,-1.53,United Kingdom
Warwick_Paddocks,3900,CV34,S,4423,13 days ago,5353,HJ Solar HJM260M-32,SMA  SB4000TL,8.2,52.284102,-1.581324,United Kingdom
Warwick 4.80kW,4800,CV34,SW,1902,Yesterday,65833,JA,Solax X1-Hybrid-G3,8.3,52.288289,-1.593544,United Kingdom
Honington,4300,CV35,S,628,Yesterday,93379,SolarEdge 430w,SolarEdge HDWave,7.4,52.22,-1.59,United Kingdom
Keith's System,5985,CV35,S,2354,Yesterday,56111,JA Solar JAM6-60-285-PR,SolarEdge SE6000H,7.4,52.22,-1.59,United Kingdom
SpringsCrescent,3600,CV47,S,521,163 weeks ago,71477,JA Solar,Solis,9.1,52.23,-1.38,United Kingdom
mfl_phc,84000,CV47,S,3497,Yesterday,26965,Q Cells Pro-G3 250,Enphase M215,9.1,52.23,-1.38,United Kingdom
mfl_lada,1500,CV47,S,2602,128 weeks ago,32674,qcell,enphase,9.1,52.23,-1.38,United Kingdom
solaredge3.33kW,3330,NN3,S,3158,Yesterday,31953,BenQ PM096B00,solaredge se3000,13.9,52.26,-0.84,United Kingdom
Sue's Stella Solar System,3000,NN4,S,4280,4 days ago,4530,Sanyo HiT-H250E01,SMA Sunny Boy 3000HF-30,14.1,52.224528,-0.925936,United Kingdom
Harlequin,6460,NN4,SE,776,Yesterday,90365,JA Solar,SolarEdge SE5000H-RW000BNN4,16.5,52.21,-0.89,United Kingdom
Astcote Nuclear Power Station,4000,NN12,SE,3559,Yesterday,31855,LG Mono X Black 250w,SMA Sunny Boy 3600TL-21,19.4,52.170533,-1.010519,United Kingdom
Dr Eggman's Evil Power Supply,7200,NN8,SE,1102,Yesterday,88026,Suntech Power STP250-20/wd,Solaredge SE6000H-RW000BNN4,21.1,52.3,-0.69,United Kingdom
Andys and Suzis PV,3270,NN7,SW,1370,8 days ago,41802,Hyundai HiS S-218MF,SMA Sunny Boy 3000HF,24.0,52.146348,-0.853004,United Kingdom
Towcestertoaster,3120,NN12,W,4466,Yesterday,6565,ET ET-M572195BB,SMA Sunny Boy 4000TL,24.9,52.12,-0.99,United Kingdom
My Precious,4000,NN12,S,1208,91 weeks ago,35592,SW-250 W Mono,SMA Sunny Boy 4000,24.9,52.12,-0.99,United Kingdom
BrookSolar,5440,PE28,S,1871,Yesterday,68404,LG320N1K-A5 ,SE5000,12.9,52.35,-0.18,United Kingdom
Broomleigh,6630,PE28,S,1776,26 weeks ago,43628,Trina Solar TSM-PC05A,SMA Sunny Boy 6000,12.9,52.35,-0.18,United Kingdom
Higham PV,4000,NN10,S,4020,3 days ago,37558,ECSolar ECS-250,Aurora Power-One PVI-3.6-TL,9.1,52.314169,-0.596094,United Kingdom
Rushden 6kW,6340,NN10,SW,2935,157 weeks ago,70745,Sanyo HIT-H25E01 & Maxeon 3,SMA SunnyBoy 3.8 Solaredge 2.2,10.1,52.29,-0.59,United Kingdom
Hemingford E&W,8200,PE27,EW,4190,Yesterday,12314,Sunrise Solartech SR-M572200-1,Aurora PVI-3.6 x 2,2.8,52.33,-0.07,United Kingdom
Hemingford Combined,10400,PE27,EW,2283,Yesterday,56457,JA Solar SK Smart Module,Aurora & Power Edge,2.8,52.33,-0.07,United Kingdom
Hemingford Powerwall,10400,PE27,EW,1921,Yesterday,56013,Sunrise Solartech SR-M572200-1,Aurora PVI-3.6 & Power Edge,2.8,52.33,-0.07,United Kingdom
Hemingford South,2200,PE27,S,2325,Yesterday,56372,JA Solar SK Smart Module,Solar Edge,2.8,52.33,-0.07,United Kingdom
Redfist,4800,PE29,S,561,Yesterday,95210,Perlight PLM-400OM2B-66,Solar Edge SE5000H,4.7,52.33,-0.17,United Kingdom
CCH SolarEdge,8640,PE29,S,1843,Yesterday,67347,LG Neon2 320W Black,Solaredge,4.7,52.33,-0.17,United Kingdom
CCH Powerwall,9300,PE29,S,627,174 weeks ago,67332,,Energy Monitor,4.7,52.33,-0.17,United Kingdom
Lateral lectric,3920,PE29,SE,4516,Yesterday,63229,Suntech STP245S-20/Wd,Kaco Powador 4202,4.7,52.33,-0.17,United Kingdom
Fenny House,4000,PE28,SE,3317,Yesterday,36154,,Enecsys SMI-S240W-72-UK,5.4,52.30048,-0.071381,United Kingdom
ScottsCrescent,4000,PE28,S,2899,Yesterday,45794,BenQ black poly,Growatt 4000S,7.2,52.279978,-0.110778,United Kingdom
Swavesey,3920,CB24,SE,3499,174 weeks ago,2280,Sanyo,SMA Sunny Boy 4000TL,8.2,52.300787,-0.007092,United Kingdom
GriffinSolar,3924,CB2,EW,3583,34 weeks ago,25940,SunPower E20/327,SMA Sunny Boy 3600TL RPC,10.3,52.252495,-0.124059,United Kingdom
madhouse 1,3900,MK44,SW,1798,113 weeks ago,10246,zhejiang hengi hjm265m-32,Sonnen Macht TL 4K,9.3,52.157312,-0.348889,United Kingdom
Everton Beds UK,3920,SG19,SW,4709,Yesterday,32351,Sanyo HIT,Aurora Power One 3600,10.1,52.144945,-0.247593,United Kingdom
Shed Power,1110,MK44,EW,1060,146 weeks ago,52254,Unknown,Aurora PVI-3.3,10.2,52.19,-0.42,United Kingdom
IZI,7400,SG19,SE,3135,Yesterday,41651,SolarWorld mono black 250,SMA Sunny Boy 3600TL,11.8,52.13,-0.24,United Kingdom
CambourneSunTrap,4000,CB3,SE,4360,Yesterday,6236,Suntech Pluto Ade-200,SMA Sunny Boy 4000TL-20,3.2,52.211558,-0.071207,United Kingdom
Arcadia,3996,CB3,SE,4188,Yesterday,10033,Sunpower,SMA Sunny Boy 3600TL,6.2,52.214983,-0.017165,United Kingdom
Robinson College,29760,CB3,S,1647,Yesterday,28016,REW 240 Premium QM60,SMA Sunny Boy 17000TL,8.8,52.21,0.02,United Kingdom
Drayton 12,3480,CB1,SE,3151,Yesterday,60164,Unknown ,Sma sunny boy 3000,9.9,52.245881,0.038452,United Kingdom
brook-house-lt-ev,3360,CB3,S,4567,Yesterday,10510,REC,sma sunnyboy 4000TL,11.1,52.157322,0.003521,United Kingdom
fentech,5670,CB24,SE,1691,Yesterday,40881,LG Nero,SolarEdge,11.2,52.257149,0.055109,United Kingdom
Ely,3840,CB7,SE,2063,Yesterday,61664,LG,Enphase,12.6,52.36,0.32,United Kingdom
Miller's PV,3990,CB2,SE,2633,44 weeks ago,45413,BenQ Green Triplex,Growatt,11.1,52.252834,0.297632,United Kingdom
Lodesun,3920,CB5,S,3472,14 days ago,2822,Sanyo HIT-H245E01,SMA Sunny Boy 4000TL,11.2,52.244402,0.259181,United Kingdom
CE_Rampton,3840,CB4,S,3045,5 weeks ago,37021,Can't remember,SolarMax 2000S,11.2,52.291714,0.092018,United Kingdom
HeliosCB24,3995,CB4,S,1935,64 weeks ago,3064,Moser Baer MBPV 235Wp,SMA 4000TL,11.3,52.292311,0.090463,United Kingdom
Bar hill power station,3750,CB24,SE,3405,154 weeks ago,31144,Suntech WD+ 250,SMA 4000TL-20,11.5,52.3,0.08,United Kingdom
Histon 4kW,3700,CB24,S,3518,31 weeks ago,69703,Sharp NU,SMA Sunny Boy 4000TL-20,11.5,52.3,0.08,United Kingdom
Histon Road,4080,CB24,SW,1032,Yesterday,85156,Q Cells DUO G8+,SolarEdge SE3500,11.5,52.3,0.08,United Kingdom
69 Woodside,3750,CB24,SE,3026,Yesterday,40760,Unkown,SolarEdge,11.5,52.3,0.08,United Kingdom
Solar Bates,4000,CB4,SE,3832,Yesterday,14653,Jetion,Aurora Power One,11.9,52.2472,0.159475,United Kingdom
CB24,3750,CB24,SE,4516,4 days ago,5657,Kinve KV250-60M,Power One Aurora PVI-3600-UK,12.1,52.245939,0.157894,United Kingdom
Clifton House,6600,CB8,SE,853,Yesterday,88469,Jinko,Enphase IQ7+,0.3,52.23,0.42,United Kingdom
KingED,2340,CB8,SE,610,17 weeks ago,77128,Sanyo,Enicsys,0.3,52.23,0.42,United Kingdom
Balsham-AW,3750,CB1,S,536,14 days ago,98040,Qcells Q.PEAK DUO ML-G9,Solis RHI-3K-48ES-5G,13.0,52.132415,0.317928,United Kingdom
CE_Rampton1,1920,CB4,S,3081,Yesterday,37032,Can't remember,SolarMax 2000S,5.9,52.24,0.11,United Kingdom
CE_Rampton2,1920,CB4,S,3081,Yesterday,37029,Can't remember,SolarMax 2000S,5.9,52.24,0.11,United Kingdom
Rainfords,2190,CB4,S,1735,Yesterday,67030,LG,Enphase,6.2,52.235059,0.127252,United Kingdom
Gilbert Rd,4420,CB4,SW,778,Yesterday,90334,Q cells Q.PEAK Duo BLK-G9,Enphase,1.9,52.220891,0.117846,United Kingdom
CBS-Teversham-PV,5500,CB1,SE,4223,Yesterday,12756,REW Classic RC250-UM60,SMA SB3600TL-20; SB1300TL-10,4.6,52.203938,0.187704,United Kingdom
SMA_Trumpington,2450,CB2,SE,2762,Yesterday,37252,Sharp NU245,SMA SB2500HF,6.5,52.175372,0.114121,United Kingdom
Busy Beam,400,CB2,SE,2096,Yesterday,59984,,Soladin 600,1.6,52.16,0.13,United Kingdom
Anstey,5000,CB2,W,2359,Yesterday,52840,Perlight PLM-250MB,Samilpower 3680,1.6,52.16,0.13,United Kingdom
Wightman  Sharmead,4000,IP29,S,1932,34 weeks ago,41223,Solarworld,Enphase,6.2,52.19,0.66,United Kingdom
Greenways Crescent,3500,IP32,SW,3213,Yesterday,40784,SolarWorld,enphase,9.6,52.251392,0.736844,United Kingdom
Diss North Residental 5.7kWp,5700,IP22,S,3361,Yesterday,34165,8 Eco Future + 10 JA-SOLAR,Enphase Micro Inverters,4.3,52.381973,1.107678,United Kingdom
Larksfield power,3920,IP23,SE,3871,2 days ago,5553,Sharp nu245,Sunny boy 4000 tl-20,6.8,52.283654,1.10499,United Kingdom
Stone Farm,4000,IP14,S,1085,Yesterday,84342,Not Sure,Solar River 4000 TL-D,17.2,52.2,1.03,United Kingdom
Suffolk-Drinkstone-Woodend,3760,IP30,SE,3428,20 days ago,2089,Sanyo HIT-N235SE10,Sunny Boy 4000TL,22.5,52.209153,0.875147,United Kingdom
ParkyG - EW,10050,IP13,E,1886,Yesterday,66012,LG335N1C-V5,SolarEdge,22.7,52.18,1.32,United Kingdom
Tims,4000,IP6,SW,2200,Yesterday,28770,,Enecsys,23.7,52.138429,1.031379,United Kingdom
The Cats slide,4000,IP6,S,3390,Yesterday,34183,Sunmodule,Enphase M215,23.8,52.13,1.11,United Kingdom
Swans corner south,5040,2136,S,1748,Yesterday,69517,Qcells,Fronius,3.7,52.311641,4.612505,Netherlands
Vliehors,3240,2134,SW,2153,53 weeks ago,54127,3S,Trannergy SGN3000TL,3.9,52.317039,4.641157,Netherlands
Phony,3600,2134,SW,2171,174 weeks ago,29742,Suntellite ZDNY-240P60,Delta Solivia SI 3300,3.9,52.319082,4.6468,Netherlands
LazyHome,4080,2182,SW,1545,Yesterday,74860,Boviet,SMA Sunny Boy 4000,3.1,52.2908,4.5833,Netherlands
SweetPV,4800,2182,SW,2144,Yesterday,60387,LG 320 N1C-5A,SMA Sunny Boy 5.0,3.1,52.2908,4.5833,Netherlands
Open Hof,3000,2181,S,2366,143 weeks ago,34642,Talesun Black WP250,Trannergy PVI 3000TL,3.1,52.2908,4.5833,Netherlands
SV,2430,2182,S,2283,Yesterday,53527,Talesun TP660M 270Wp,Trannergy PVI2700TL,3.1,52.2908,4.5833,Netherlands
W29,3465,2181,SW,1333,Yesterday,79402,Talesun,Solaredge,3.1,52.2908,4.5833,Netherlands
rijn0227,2340,2182,SE,3585,Yesterday,37691,sunerg solar xp 60/156-260,solaredge Se 2200,3.5,52.286564,4.583761,Netherlands
